,start_station,end_station,size,start_station_Latitud,start_station_Longitud,end_station_Longitud,end_station_Latitud,travel_time,hour_time,index
219,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,470,2021-04-05T17:00:00Z,56770
220,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,446,2021-04-26T20:00:00Z,58568
221,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,467,2021-04-05T21:00:00Z,59291
222,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,574,2021-04-21T12:00:00Z,63183
223,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,981,2021-04-11T16:00:00Z,72262
224,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,504,2021-04-13T11:00:00Z,72387
225,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,599,2021-04-16T21:00:00Z,77639
226,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,600,2021-04-11T10:00:00Z,79586
227,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,686,2021-04-11T20:00:00Z,79623
228,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,792,2021-04-24T16:00:00Z,80763
229,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,556,2021-04-14T07:00:00Z,82292
230,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,737,2021-04-09T13:00:00Z,89357
231,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,573,2021-04-08T15:00:00Z,99267
232,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,520,2021-04-24T13:00:00Z,100649
233,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,609,2021-04-20T10:00:00Z,102850
234,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,755,2021-04-11T17:00:00Z,104502
235,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,607,2021-04-22T20:00:00Z,105520
236,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,430,2021-04-27T13:00:00Z,105839
237,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,416,2021-04-29T22:00:00Z,106075
238,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,789,2021-04-06T08:00:00Z,109024
239,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,563,2021-04-10T12:00:00Z,111786
240,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,917,2021-04-12T17:00:00Z,111941
241,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,1385,2021-04-10T10:00:00Z,114254
242,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,911,2021-04-15T07:00:00Z,114672
243,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,638,2021-04-04T12:00:00Z,116171
244,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,694,2021-04-08T14:00:00Z,124079
245,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,516,2021-04-26T08:00:00Z,135325
246,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,452,2021-04-30T12:00:00Z,145675
247,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,579,2021-04-05T08:00:00Z,145985
248,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,523,2021-04-16T20:00:00Z,147111
249,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,923,2021-04-25T20:00:00Z,152857
250,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,518,2021-04-28T12:00:00Z,153080
251,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,724,2021-04-27T18:00:00Z,155488
252,43,13,95,40.4100889,-3.7025446,-3.7104727,40.4273652,626,2021-04-21T16:00:00Z,157486
