MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
458241;MU-38 - Soporte bicicletas;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;CALLE;ANTRACITA;32;20170760;MU-38
458246;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;PASEO;IMPERIAL;20;11008145;MU-51
458248;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;;AVENIDA;LLANO CASTELLANO;15;20016134;MU-51
458391;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;084;EL PILAR;OPERATIVO;;AVENIDA;MONFORTE DE LEMOS;38;11045935;
458431;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;;AVENIDA;ALFONSO XIII;56;11024496;MU-51
458436;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;034;IBIZA;OPERATIVO;;AVENIDA;MENENDEZ PELAYO;61;11012375;MU-51
458442;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;027;ATOCHA;OPERATIVO;;CALLE;RETAMA;4;20111962;MU-51
458445;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;034;IBIZA;OPERATIVO;;CALLE;DOCE DE OCTUBRE;1;11012364;MU-51
458595;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;051;EL VISO;OPERATIVO;;CALLE;PEDRO DE VALDIVIA;6;11020541;MU-38
88072;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;70;11107252;MU-51
98496;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;161;PALOMAS;OPERATIVO;;AVENIDA;ARROYO DEL SANTO;2;31022577;MU-51
98498;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;161;PALOMAS;OPERATIVO;;AVENIDA;ARROYO DEL SANTO;2;31022577;MU-51
98491;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;AREQUIPA;1;31049247;MU-51
109173;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CARRETERA;ESTACION DE HORTALEZA;18;31041861;ACB
109174;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CARRETERA;ESTACION DE HORTALEZA;18;31041861;ACB
364200;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
326595;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;117;ABRANTES;OPERATIVO;;CALLE;CAMINO VIEJO DE LEGANES;188;31009842;MU-51
4731494;- MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;03/01/2018;PLAZA;GANDARA DE ORO;3;11070439;
297575;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;AVENIDA;ENTREVIAS;24;20027384;MU-51
374749;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;SAN MARTIN;5;11007281;MU-51
378343;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
379507;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
389106;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;;;;;MU-51
391150;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;013;CORTES;OPERATIVO;;;;;;MU-51
399596;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
402426;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
368007;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
7180027;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;214;TIMON;OPERATIVO;08/10/2020;CALLE;TIMON;18;11141244;MU-51
7180211;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;09/10/2020;CARRETERA;CANILLAS;46;11116433;MU-51
420384;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;;;;;MU-51
421214;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;PALOMA;39;20105817;MU-51
458412;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;AVENIDA;PIO XII;11;11026265;MU-38
458415;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;;CALLE;FELIX BOIX;2;11025674;MU-51
458461;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;052;PROSPERIDAD;OPERATIVO;;CALLE;CORAZON DE MARIA;1;11022758;MU-38
458466;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;056;CASTILLA;OPERATIVO;;PASEO;CASTELLANA;272;11027310;MU-38
458468;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;051;EL VISO;OPERATIVO;;AVENIDA;CONCHA ESPINA;32;11021069;MU-38
402962;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;;;;;MU-51
60408;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ANGEL LUIS DE LA HERRAN;35;20089609;MU-51
65484;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;EL PROVENCIO;20;20094724;MU-51
73114;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;ROSA DE CASTRO;17;20157452;MU-51
73169;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;RIAÑO;9;11139933;MU-51
76191;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;MU-51
77008;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;AGUSTIN CALVO;8;20160500;MU-51
60406;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ANGEL LUIS DE LA HERRAN;42;31016199;MU-51
98366;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;AGUSTIN DE ITURBIDE;1;31044660;MU-51
98368;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;AGUSTIN DE ITURBIDE;1;31044660;MU-51
98562;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;MU-51
98565;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;MU-51
109157;AP-5 - Soporte de bicicletas no Normalizado;16;HORTALEZA;161;PALOMAS;OPERATIVO;;CALLE;GUADALAJARA;46;31052484;ACB
109159;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;161;PALOMAS;OPERATIVO;;CALLE;AÑIL;3;31013946;ACB
113764;MU-38 - Soporte bicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;DEYANIRA;5;31001373;ACB
78459;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;AYACUCHO;30;20139448;MU-51
147561;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;AVENIDA;CAMILO JOSE CELA;6;31041250;MU-51
88723;AP-5 - Soporte de bicicletas no Normalizado;21;BARAJAS;212;AEROPUERTO;OPERATIVO;;CALLE;MEDINA DE POMAR;10;11140201;AP-1
98210;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;BOLTAÑA;68;11138222;MU-51
98217;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;ALCALA;629;20052950;MU-51
101537;ACB - Aparcabicis carril bicicletas;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TORRECILLA DEL PUERTO;6;20181296;ACB
101539;ACB - Aparcabicis carril bicicletas;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TORRECILLA DEL PUERTO;6;20181296;ACB
109185;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;162;PIOVERA;OPERATIVO;;CALLE;FLORENCIO CASTILLO;29;20055058;ACB
109182;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;SANTA VIRGILIA;19;31050802;ACB
304822;ACB - Aparcabicis carril bicicletas;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;BRUJAS;34;31045387;ACB
7181355;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;13/10/2020;CALLE;FRANCISCO VILLAESPESA;16;20182469;MU-51
7182539;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;16/10/2020;CALLE;JULIAN CAMARILLO;21;20042304;MU-51
7902133;MU-51 Soporte de Bicicletas Universal;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;24/05/2021;CALLE;BRAVO MURILLO;122;11029404;MU-51
7924356;MU-51 Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;11/06/2021;CALLE;RIOS ROSAS;24;11041916;MU-51
7929876;MU-51 Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;24/06/2021;CALLE;ALONSO CANO;13;11041408;MU-51
7929942;MU-51 Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;24/06/2021;CALLE;ALONSO CANO;13;11041408;MU-51
8035521;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;CALLE;SAN ROMUALDO;26;11133866;
8138278;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;PALERMO;48;11114868;MU-51
8732344;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;MARQUES DE CORBERA;6;11103497;
8766929;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;SECUNDINO ZUAZO;143;31039717;
310099;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;MU-51
335002;MU-38 - Soporte bicicletas;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;;AVENIDA;LOS ROSALES;129;31051872;MU-38
340427;MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;CONSENSO;5;20150027;MU-51
340429;MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;CONSENSO;5;20150027;MU-51
362382;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
370103;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;;;;;MU-51
371734;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
375051;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;013;CORTES;OPERATIVO;;;;;;MU-51
377044;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
398527;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
401811;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
406216;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
428069;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;;;;;MU-51
434753;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;072;ARAPILES;OPERATIVO;;;;;;MU-51
457692;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;MENDEZ ALVARO;47;11010555;MU-51
457695;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;CANARIAS;76;20135103;MU-51
457736;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;RAMIREZ DE PRADO;6B;31030453;MU-51
457738;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CALLE;MARIA AUXILIADORA;2;31012992;MU-51
457742;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;RAMIREZ DE PRADO;6B;31030453;MU-51
458313;ACB - Aparcabicis carril bicicletas;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CARRETERA;CASTILLA;12;20183945;ACB
458314;ACB - Aparcabicis carril bicicletas;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CARRETERA;CASTILLA;12;20183945;ACB
458360;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;;CALLE;FRANCISCO SANCHA;44;11047267;
458367;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;;AVENIDA;LLANO CASTELLANO;15;20016134;MU-51
458510;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;045;LISTA;OPERATIVO;;CALLE;MARTIRES CONCEPCIONISTAS;23;11019214;MU-38
458517;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;ALFONSO XII;12;11012744;MU-51
458519;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;CALLE;ALFONSO XII;12;11012744;MU-51
458564;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;041;RECOLETOS;OPERATIVO;;PLAZA;INDEPENDENCIA;4;11013680;MU-51
408055;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;062;CUATRO CAMINOS;OPERATIVO;;;;;;MU-51
423508;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
423845;MU-38 - Soporte bicicletas;06;TETUAN;065;VALDEACEDERAS;ACTIVO;;CALLE;SINESIO DELGADO;34;20047808;MU-38
426453;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;MU-51
457769;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;CANARIAS;76;20135103;MU-51
458292;MU-38 - Soporte bicicletas;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;PASEO;FLORIDA;4;20106554;
458295;MU-38 - Soporte bicicletas;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;PASEO;FLORIDA;4;20106554;
458336;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;PASEO;FLORIDA;2;20147325;
458338;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;AVENIDA;PRINCIPAL;2;20173896;
458342;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;CALLE;SANTA POLA;22;11051996;
458491;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;026;PALOS DE MOGUER;OPERATIVO;;CALLE;PALOS DE LA FRONTERA;40;20107719;MU-51
458498;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;035;LOS JERONIMOS;OPERATIVO;;PASEO;INFANTA ISABEL;11;11012987;MU-51
458532;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;041;RECOLETOS;OPERATIVO;;CALLE;VILLANUEVA;12;11013761;MU-51
458541;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;PLAZA;MANUEL BECERRA;8;31026268;MU-51
63837;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;NORAY;13;20047395;MU-51
73190;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;BOLTAÑA;68;11138222;MU-51
73199;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;MARQUES DE CORBERA;54;11103853;MU-51
73197;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;MARQUES DE CORBERA;54;11103853;MU-51
76161;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;CALLE;BUDAPEST;11;31025052;MU-51
83245;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;BERGANTIN;11;11139992;MU-51
316612;MU-38 - Soporte bicicletas;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;ATAPUERCA;5E;31010237;MU-38
318203;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;MU-51
318204;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;MU-51
341595;MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;DOCTOR MARTIN AREVALO;4;11124076;MU-51
379207;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
382345;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
386454;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
395146;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;063;CASTILLEJOS;OPERATIVO;;;;;;MU-51
402481;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
431159;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
432176;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;066;BERRUGUETE;OPERATIVO;;;;;;MU-51
436613;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
439598;MU-38 - Soporte bicicletas;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;;;;;MU-38
457617;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;023;CHOPERA;OPERATIVO;;PASEO;CHOPERA;53;11009026;MU-51
457619;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;023;CHOPERA;OPERATIVO;;PASEO;CHOPERA;51;11009064;MU-51
7099392;AP-2 - Soporte de bicicletas no Normalizado;04;SALAMANCA;041;RECOLETOS;OPERATIVO;04/05/2020;PLAZA;CIBELES;4;11013657;AP-2
367942;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
375154;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;;;;;MU-51
377742;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;;;;;MU-51
381394;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
385356;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;;;;;MU-51
385528;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
388162;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;;;;;MU-51
398588;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
400260;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;;;;;MU-51
400884;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
407320;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;064;ALMENARA;OPERATIVO;;;;;;MU-51
416627;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
417669;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
435068;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;;;;;MU-51
438961;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;013;CORTES;OPERATIVO;;;;;;MU-51
441479;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;;;;;MU-51
457640;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;CALLE;TENIENTE CORONEL NOREÑA;41;11009248;MU-51
457647;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;097;ARAVACA;OPERATIVO;;CALLE;ENEBRO;21;11058366;
457797;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;026;PALOS DE MOGUER;OPERATIVO;;PASAJE;TORTOSA;3;11010467;MU-51
457799;MU-51 - Soporte de Bicicletas Universal;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;PLAZA;CRISTO REY;5;31011243;
458265;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;085;LA PAZ;OPERATIVO;;CALLE;SANGENJO;38;20165668;AP-2
458516;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;CALLE;MEJICO;1;11018865;MU-38
458518;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;CALLE;MEJICO;1;11018865;MU-38
458565;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;041;RECOLETOS;OPERATIVO;;PLAZA;INDEPENDENCIA;4;11013680;MU-51
65229;MU-51 - Soporte de Bicicletas Universal;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;OÑA;183;11122461;MU-51
98211;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;BOLTAÑA;68;11138222;MU-51
98216;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;ALCALA;629;20052950;MU-51
98218;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;ALCALA;629;20052950;MU-51
101536;ACB - Aparcabicis carril bicicletas;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TORRECILLA DEL PUERTO;6;20181296;ACB
101538;ACB - Aparcabicis carril bicicletas;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TORRECILLA DEL PUERTO;6;20181296;ACB
109184;ACB - Aparcabicis carril bicicletas;16;HORTALEZA;162;PIOVERA;OPERATIVO;;CALLE;FLORENCIO CASTILLO;29;20055058;ACB
364813;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
324999;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;MU-51
5803254;Aparcabici;10;LATINA;101;LOS CARMENES;OPERATIVO;;;;;;MU-51
335003;MU-38 - Soporte bicicletas;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;;AVENIDA;LOS ROSALES;121;20176939;MU-38
340428;MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;CONSENSO;5;20150027;MU-51
362967;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
380577;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;016;SOL;OPERATIVO;;;;;;MU-51
381297;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;BRAVO MURILLO;49A;31044176;MU-51
390043;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;;;;;MU-51
390649;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;011;PALACIO;OPERATIVO;;;;;;MU-51
397773;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;;;;;MU-51
401350;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;012;EMBAJADORES;OPERATIVO;;;;;;MU-51
407380;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;066;BERRUGUETE;OPERATIVO;;;;;;MU-51
435715;MU-51 - Soporte de Bicicletas Universal;06;TETUAN;065;VALDEACEDERAS;OPERATIVO;;;;;;MU-51
440533;MU-51 - Soporte de Bicicletas Universal;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;65;11041676;MU-51
457739;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;RAMIREZ DE PRADO;6B;31030453;MU-51
