,index,start_station,start_station_Latitud,start_station_Longitud,end_station,end_station_Longitud,end_station_Latitud,travel_time,hour_time
4531,4820,139,40.4393558,-3.6904495,139,-3.6904495,40.4393558,11448,2020-04-27T10:00:00Z
4532,4821,172,40.4008683,-3.6935448,202,-3.7080969,40.4411686,576303,2020-04-27T10:00:00Z
4533,4823,145,40.4297717,-3.671401,202,-3.7080969,40.4411686,543,2020-04-27T11:00:00Z
4534,4825,174,40.397417,-3.7063771,133,-3.7000292,40.4471673,447,2020-04-27T11:00:00Z
4535,4826,27,40.4132831,-3.6955803,132,-3.7035911,40.4463889,426,2020-04-27T11:00:00Z
4536,4827,59,40.4254802,-3.7041167,26,-3.6945421,40.4238308,497,2020-04-27T11:00:00Z
4537,4829,63,40.4178926,-3.6706508,63,-3.6706508,40.4178926,659,2020-04-27T11:00:00Z
4538,4834,175,40.3962687,-3.6983033,27,-3.6955803,40.4132831,395,2020-04-27T11:00:00Z
4539,4840,195,40.4392483,-3.6754913,193,-3.665644,40.4325204,178,2020-04-27T11:00:00Z
4540,4843,84,40.4033695,-3.6726923,143,-3.6782355,40.434616,1021,2020-04-27T11:00:00Z
4541,4845,107,40.4215952,-3.6884243,144,-3.6754628,40.4323192,768,2020-04-27T11:00:00Z
4542,4847,61,40.4214379,-3.675206,57,-3.7128181,40.4296363,1049,2020-04-27T11:00:00Z
4543,4850,100,40.4247843,-3.6738777,58,-3.6979458,40.4222601,364,2020-04-27T11:00:00Z
4544,4851,144,40.4323192,-3.6754628,130,-3.7017071,40.4417195,675,2020-04-27T11:00:00Z
4545,4853,69,40.4100609,-3.6888669,79,-3.6805524,40.4050482,523,2020-04-27T11:00:00Z
4546,4856,55,40.4240716,-3.7019295,163,-3.7064372,40.4036349,1122,2020-04-27T11:00:00Z
4547,4857,18,40.4209206,-3.6995679,136,-3.6908127,40.4452833,917,2020-04-27T11:00:00Z
4548,4858,50,40.4083102,-3.69322,43,-3.7025446,40.4100889,354,2020-04-27T11:00:00Z
4549,4859,195,40.4392483,-3.6754913,193,-3.665644,40.4325204,141,2020-04-27T11:00:00Z
4550,4861,141,40.4354253,-3.6892902,189,-3.6555431,40.4350206,1282,2020-04-27T11:00:00Z
4551,4868,9,40.4156134,-3.7094093,177,-3.694087,40.3915019,965,2020-04-27T11:00:00Z
4552,4870,80,40.4074122,-3.6904816,101,-3.6694246,40.4231223,522,2020-04-27T11:00:00Z
4553,4873,41,40.412228,-3.6989898,108,-3.670653,40.4274425,699,2020-04-27T11:00:00Z
4554,4878,160,40.4571995,-3.6766176,100,-3.6738777,40.4247843,1136,2020-04-27T11:00:00Z
4555,4880,13,40.4273652,-3.7104727,185,-3.661533,40.4250682,908,2020-04-27T11:00:00Z
4556,4881,148,40.4510203,-3.6816993,208,-3.6886852,40.4665125,924,2020-04-27T11:00:00Z
4557,4882,141,40.4354253,-3.6892902,129,-3.6982818,40.4384684,1316,2020-04-27T11:00:00Z
4558,4884,200,40.4336617,-3.704671,59,-3.7041167,40.4254802,1723,2020-04-27T11:00:00Z
4559,4887,37,40.4108606,-3.7141234,52,-3.7007838,40.4145181,406,2020-04-27T12:00:00Z
4560,4891,74,40.4117601,-3.6765768,54,-3.7003435,40.4266233,499,2020-04-27T12:00:00Z
4561,4892,92,40.4262237,-3.6864821,195,-3.6754913,40.4392483,485,2020-04-27T12:00:00Z
4562,4894,18,40.4209206,-3.6995679,58,-3.6979458,40.4222601,197,2020-04-27T12:00:00Z
4563,4895,28,40.4180695,-3.6983662,41,-3.6989898,40.412228,272,2020-04-27T12:00:00Z
4564,4898,210,40.4197538,-3.702631,154,-3.6946736,40.4547769,411,2020-04-27T12:00:00Z
4565,4899,82,40.4084793,-3.669683,178,-3.6788939,40.4030242,1076,2020-04-27T12:00:00Z
4566,4900,94,40.4233686,-3.6907044,67,-3.6931349,40.410829,402,2020-04-27T12:00:00Z
4567,4901,75,40.4083387,-3.6784149,79,-3.6805524,40.4050482,297,2020-04-27T12:00:00Z
4568,4902,110,40.4347654,-3.7201316,50,-3.69322,40.4083102,751,2020-04-27T12:00:00Z
4569,4904,134,40.444027,-3.6955114,17,-3.7041859,40.4231675,440,2020-04-27T12:00:00Z
4570,4905,200,40.4336617,-3.704671,152,-3.6989497,40.4527163,550,2020-04-27T12:00:00Z
4571,4906,112,40.4326267,-3.7248727,45,-3.7111381,40.4069486,500,2020-04-27T12:00:00Z
4572,4907,71,40.4160054,-3.674021,67,-3.6931349,40.410829,694,2020-04-27T12:00:00Z
4573,4908,113,40.4277472,-3.7207145,74,-3.6765768,40.4117601,270,2020-04-27T12:00:00Z
4574,4909,59,40.4254802,-3.7041167,170,-3.704403,40.4011039,521,2020-04-27T12:00:00Z
4575,4915,165,40.3928841,-3.6976134,58,-3.6979458,40.4222601,516,2020-04-27T12:00:00Z
4576,4916,168,40.4045828,-3.6959159,166,-3.7133382,40.4139396,727,2020-04-27T12:00:00Z
4577,4917,45,40.4069486,-3.7111381,174,-3.7063771,40.397417,249,2020-04-27T12:00:00Z
4578,4918,17,40.4231675,-3.7041859,170,-3.704403,40.4011039,686,2020-04-27T12:00:00Z
4579,4920,15,40.4262937,-3.7073611,44,-3.7039138,40.4098162,1519,2020-04-27T12:00:00Z
4580,4922,164,40.3971366,-3.6944851,131,-3.704022,40.4417543,535,2020-04-27T12:00:00Z
4581,4925,199,40.4343244,-3.7148406,41,-3.6989898,40.412228,1255,2020-04-27T12:00:00Z
4582,4926,206,40.4607994,-3.6990499,168,-3.6959159,40.4045828,384,2020-04-27T12:00:00Z
4583,4927,27,40.4132831,-3.6955803,47,-3.702755,40.4046233,1598,2020-04-27T12:00:00Z
4584,4933,109,40.4301281,-3.6815253,141,-3.6892902,40.4354253,804,2020-04-27T12:00:00Z
4585,4936,11,40.4270517,-3.7036192,53,-3.7007295,40.4082802,495,2020-04-27T12:00:00Z
4586,4937,27,40.4132831,-3.6955803,149,-3.6878512,40.4498448,742,2020-04-27T12:00:00Z
4587,4938,55,40.4240716,-3.7019295,56,-3.7032875,40.418484,461,2020-04-27T12:00:00Z
4588,4940,112,40.4326267,-3.7248727,121,-3.6986046,40.4018356,826,2020-04-27T12:00:00Z
4589,4942,198,40.4331172,-3.6915713,171,-3.6984459,40.3997626,550,2020-04-27T12:00:00Z
4590,4943,38,40.4112961,-3.7114443,175,-3.6983033,40.3962687,225,2020-04-27T12:00:00Z
4591,4945,164,40.3971366,-3.6944851,164,-3.6944851,40.3971366,1186,2020-04-27T12:00:00Z
4592,4946,216,40.4140528,-3.7288948,26,-3.6945421,40.4238308,1174,2020-04-27T12:00:00Z
4593,4948,177,40.3915019,-3.694087,15,-3.7073611,40.4262937,735,2020-04-27T12:00:00Z
4594,4950,103,40.4303733,-3.6865351,59,-3.7041167,40.4254802,566,2020-04-27T12:00:00Z
4595,4956,81,40.4095758,-3.6919663,46,-3.7071178,40.4054496,765,2020-04-27T12:00:00Z
4596,4958,97,40.4224846,-3.6801515,157,-3.6893305,40.459282,614,2020-04-27T12:00:00Z
4597,4961,69,40.4100609,-3.6888669,161,-3.7219659,40.4220566,838,2020-04-27T12:00:00Z
4598,4962,60,40.4194508,-3.6881994,133,-3.7000292,40.4471673,794,2020-04-27T12:00:00Z
4599,4963,80,40.4074122,-3.6904816,74,-3.6765768,40.4117601,270,2020-04-27T12:00:00Z
4600,4969,196,40.4440957,-3.6750918,45,-3.7111381,40.4069486,962,2020-04-27T12:00:00Z
4601,4971,2,40.42058,-3.7056739,174,-3.7063771,40.397417,184,2020-04-27T12:00:00Z
4602,4973,10,40.4254027,-3.6920816,7,-3.6977399,40.4252161,457,2020-04-27T12:00:00Z
4603,4974,43,40.4100889,-3.7025446,59,-3.7041167,40.4254802,382,2020-04-27T12:00:00Z
4604,4977,9,40.4156134,-3.7094093,149,-3.6878512,40.4498448,548,2020-04-27T12:00:00Z
4605,4978,65,40.4166859,-3.6893825,4,-3.7026739,40.4285905,1363,2020-04-27T12:00:00Z
4606,4979,121,40.4018356,-3.6986046,30,-3.7115428,40.4193355,636,2020-04-27T12:00:00Z
4607,4980,130,40.4417195,-3.7017071,19,-3.6953951,40.4218997,302,2020-04-27T12:00:00Z
4608,4981,203,40.4417547,-3.7144239,4,-3.7026739,40.4285905,1077,2020-04-27T12:00:00Z
4609,4982,36,40.4168229,-3.711764,164,-3.6944851,40.3971366,700,2020-04-27T12:00:00Z
4610,4986,7,40.4252161,-3.6977399,7,-3.6977399,40.4252161,478,2020-04-27T12:00:00Z
4611,4989,25,40.4173416,-3.7059978,12,-3.7062202,40.4285271,525,2020-04-27T12:00:00Z
4612,4993,40,40.4137865,-3.7047463,182,-3.6655023,40.4187145,1217,2020-04-27T12:00:00Z
4613,4994,164,40.3971366,-3.6944851,164,-3.6944851,40.3971366,1448,2020-04-27T12:00:00Z
4614,4996,129,40.4384684,-3.6982818,197,-3.6780252,40.4515501,1187,2020-04-27T12:00:00Z
4615,4997,134,40.444027,-3.6955114,195,-3.6754913,40.4392483,1382,2020-04-27T12:00:00Z
4616,4998,160,40.4571995,-3.6766176,149,-3.6878512,40.4498448,430,2020-04-27T13:00:00Z
4617,4999,160,40.4571995,-3.6766176,161,-3.7219659,40.4220566,305,2020-04-27T13:00:00Z
4618,5001,166,40.4139396,-3.7133382,92,-3.6864821,40.4262237,401,2020-04-27T13:00:00Z
4619,5004,45,40.4069486,-3.7111381,187,-3.6638407,40.4301353,666,2020-04-27T13:00:00Z
4620,5005,122,40.429524,-3.6962626,189,-3.6555431,40.4350206,1025,2020-04-27T13:00:00Z
4621,5009,65,40.4166859,-3.6893825,156,-3.6913229,40.4592406,872,2020-04-27T13:00:00Z
4622,5010,149,40.4498448,-3.6878512,157,-3.6893305,40.459282,150,2020-04-27T13:00:00Z
4623,5013,170,40.4011039,-3.704403,79,-3.6805524,40.4050482,813,2020-04-27T13:00:00Z
4624,5014,208,40.4665125,-3.6886852,175,-3.6983033,40.3962687,683,2020-04-27T13:00:00Z
4625,5015,67,40.410829,-3.6931349,171,-3.6984459,40.3997626,415,2020-04-27T13:00:00Z
4626,5017,59,40.4254802,-3.7041167,187,-3.6638407,40.4301353,1069,2020-04-27T13:00:00Z
4627,5019,67,40.410829,-3.6931349,175,-3.6983033,40.3962687,989,2020-04-27T13:00:00Z
4628,5022,74,40.4117601,-3.6765768,56,-3.7032875,40.418484,665,2020-04-27T13:00:00Z
4629,5028,76,40.4072851,-3.6751544,219,-3.6467783,40.4083961,933,2020-04-27T13:00:00Z
4630,5029,198,40.4331172,-3.6915713,87,-3.6835631,40.4276717,899,2020-04-27T13:00:00Z
4631,5030,67,40.410829,-3.6931349,172,-3.6935448,40.4008683,1630,2020-04-27T13:00:00Z
4632,5032,136,40.4452833,-3.6908127,162,-3.7107559,40.4035176,980,2020-04-27T13:00:00Z
4633,5033,94,40.4233686,-3.6907044,53,-3.7007295,40.4082802,934,2020-04-27T13:00:00Z
4634,5034,199,40.4343244,-3.7148406,193,-3.665644,40.4325204,392,2020-04-27T13:00:00Z
4635,5036,185,40.4250682,-3.661533,188,-3.6589062,40.4311658,450,2020-04-27T13:00:00Z
4636,5038,147,40.4483353,-3.6795811,94,-3.6907044,40.4233686,984,2020-04-27T13:00:00Z
4637,5041,65,40.4166859,-3.6893825,208,-3.6886852,40.4665125,955,2020-04-27T13:00:00Z
4638,5043,81,40.4095758,-3.6919663,189,-3.6555431,40.4350206,391,2020-04-27T13:00:00Z
4639,5044,160,40.4571995,-3.6766176,128,-3.7156915,40.4390391,1107,2020-04-27T13:00:00Z
4640,5045,124,40.4308173,-3.6993182,67,-3.6931349,40.410829,1041,2020-04-27T13:00:00Z
4641,5048,160,40.4571995,-3.6766176,83,-3.6745339,40.4132589,1307,2020-04-27T13:00:00Z
4642,5049,196,40.4440957,-3.6750918,25,-3.7060243,40.4172593,1509,2020-04-27T13:00:00Z
4643,5050,3,40.4303224,-3.7072122,59,-3.7041167,40.4254802,275,2020-04-27T13:00:00Z
4644,5052,75,40.4083387,-3.6784149,8,-3.6953067,40.4277143,597,2020-04-27T13:00:00Z
4645,5053,58,40.4222601,-3.6979458,94,-3.6907044,40.4233686,759,2020-04-27T13:00:00Z
4646,5054,58,40.4222601,-3.6979458,94,-3.6907044,40.4233686,752,2020-04-27T13:00:00Z
4647,5055,43,40.4100889,-3.7025446,195,-3.6754913,40.4392483,1098,2020-04-27T13:00:00Z
4648,5058,131,40.4417543,-3.704022,212,-3.7165313,40.3981605,1262,2020-04-27T13:00:00Z
4649,5061,52,40.4145181,-3.7007838,19,-3.6953951,40.4218997,1153,2020-04-27T13:00:00Z
4650,5064,138,40.4456884,-3.6915818,50,-3.69322,40.4083102,2625,2020-04-27T13:00:00Z
4651,5066,65,40.4166859,-3.6893825,30,-3.7115428,40.4193355,511,2020-04-27T13:00:00Z
4652,5069,90,40.4250878,-3.6837297,180,-3.6759244,40.3941252,740,2020-04-27T13:00:00Z
4653,5070,217,40.4810028,-3.6891094,207,-3.6973991,40.4630291,1339,2020-04-27T13:00:00Z
4654,5072,110,40.4347654,-3.7201316,185,-3.661533,40.4250682,1855,2020-04-27T13:00:00Z
4655,5074,103,40.4303733,-3.6865351,127,-3.7083987,40.4339055,803,2020-04-27T13:00:00Z
4656,5080,149,40.4498448,-3.6878512,132,-3.7035911,40.4463889,2696,2020-04-27T13:00:00Z
4657,5083,164,40.3971366,-3.6944851,164,-3.6944851,40.3971366,1786,2020-04-27T13:00:00Z
4658,5085,106,40.4248642,-3.6878868,199,-3.7148406,40.4343244,311,2020-04-27T14:00:00Z
4659,5090,160,40.4571995,-3.6766176,139,-3.6904495,40.4393558,931,2020-04-27T14:00:00Z
4660,5091,17,40.4231675,-3.7041859,17,-3.7041859,40.4231675,10,2020-04-27T14:00:00Z
4661,5092,164,40.3971366,-3.6944851,103,-3.6865351,40.4303733,612,2020-04-27T14:00:00Z
4662,5093,72,40.415721,-3.669623,201,-3.7038161,40.4387323,1051,2020-04-27T14:00:00Z
4663,5095,197,40.4515501,-3.6780252,26,-3.6945421,40.4238308,1353,2020-04-27T14:00:00Z
4664,5097,81,40.4095758,-3.6919663,129,-3.6982818,40.4384684,616,2020-04-27T14:00:00Z
4665,5100,47,40.4046233,-3.702755,136,-3.6908127,40.4452833,567,2020-04-27T14:00:00Z
4666,5102,56,40.418484,-3.7032875,17,-3.7041859,40.4231675,434,2020-04-27T14:00:00Z
4667,5105,139,40.4393558,-3.6904495,132,-3.7035911,40.4463889,1438,2020-04-27T14:00:00Z
4668,5108,1,40.4171107,-3.701998,201,-3.7038161,40.4387323,1192,2020-04-27T14:00:00Z
4669,5109,86,40.4185779,-3.6933298,75,-3.6784149,40.4083387,574,2020-04-27T14:00:00Z
4670,5111,20,40.4191989,-3.6952095,54,-3.7003435,40.4266233,478,2020-04-27T14:00:00Z
4671,5114,59,40.4254802,-3.7041167,3,-3.7072122,40.4303224,166,2020-04-27T14:00:00Z
4672,5115,127,40.4339055,-3.7083987,127,-3.7083987,40.4339055,1281,2020-04-27T14:00:00Z
4673,5116,13,40.4273652,-3.7104727,172,-3.6935448,40.4008683,1026,2020-04-27T14:00:00Z
4674,5120,26,40.4238308,-3.6945421,39,-3.7090043,40.4112662,1040,2020-04-27T14:00:00Z
4675,5121,14,40.4259913,-3.7133768,153,-3.6930894,40.45235,647,2020-04-27T14:00:00Z
4676,5124,133,40.4471673,-3.7000292,198,-3.6915713,40.4331172,1549,2020-04-27T14:00:00Z
4677,5125,132,40.4463889,-3.7035911,3,-3.7072122,40.4303224,675,2020-04-27T14:00:00Z
4678,5126,149,40.4498448,-3.6878512,130,-3.7017071,40.4417195,472,2020-04-27T14:00:00Z
4679,5127,175,40.3962687,-3.6983033,135,-3.6928901,40.4414845,687,2020-04-27T14:00:00Z
4680,5128,41,40.412228,-3.6989898,199,-3.7148406,40.4343244,1494,2020-04-27T14:00:00Z
4681,5129,129,40.4384684,-3.6982818,171,-3.6984459,40.3997626,990,2020-04-27T14:00:00Z
4682,5130,163,40.4036349,-3.7064372,60,-3.6881994,40.4194508,1220,2020-04-27T14:00:00Z
4683,5131,216,40.4140528,-3.7288948,43,-3.7025446,40.4100889,1115,2020-04-27T14:00:00Z
4684,5132,164,40.3971366,-3.6944851,164,-3.6944851,40.3971366,1815,2020-04-27T14:00:00Z
4685,5133,214,40.4434012,-3.6569597,132,-3.7035911,40.4463889,1319,2020-04-27T14:00:00Z
4686,5134,56,40.418484,-3.7032875,214,-3.6569597,40.4434012,1361,2020-04-27T14:00:00Z
4687,5137,101,40.4231223,-3.6694246,107,-3.6884243,40.4215952,3765,2020-04-27T14:00:00Z
4688,5138,103,40.4303733,-3.6865351,183,-3.6694506,40.4256358,1391,2020-04-27T14:00:00Z
4689,5141,113,40.4277472,-3.7207145,79,-3.6805524,40.4050482,378,2020-04-27T15:00:00Z
4690,5142,108,40.4274425,-3.670653,199,-3.7148406,40.4343244,660,2020-04-27T15:00:00Z
4691,5144,65,40.4166859,-3.6893825,1,-3.7015636,40.4172132,497,2020-04-27T15:00:00Z
4692,5146,52,40.4145181,-3.7007838,183,-3.6694506,40.4256358,247,2020-04-27T15:00:00Z
4693,5150,183,40.4256358,-3.6694506,81,-3.6919663,40.4095758,1341,2020-04-27T15:00:00Z
4694,5153,202,40.4411686,-3.7080969,171,-3.6984459,40.3997626,366,2020-04-27T15:00:00Z
4695,5154,147,40.4483353,-3.6795811,214,-3.6569597,40.4434012,587,2020-04-27T15:00:00Z
4696,5157,4,40.4285905,-3.7026739,203,-3.7144239,40.4417547,707,2020-04-27T15:00:00Z
4697,5158,9,40.4156134,-3.7094093,136,-3.6908127,40.4452833,976,2020-04-27T15:00:00Z
4698,5161,159,40.4542549,-3.6837348,136,-3.6908127,40.4452833,1349,2020-04-27T15:00:00Z
4699,5164,77,40.4063347,-3.6707742,145,-3.671401,40.4297717,1525,2020-04-27T15:00:00Z
4700,5165,156,40.4592406,-3.6913229,210,-3.702631,40.4197538,1349,2020-04-27T15:00:00Z
4701,5166,122,40.429524,-3.6962626,125,-3.6948316,40.4353128,475,2020-04-27T15:00:00Z
4702,5170,109,40.4301281,-3.6815253,54,-3.7003435,40.4266233,565,2020-04-27T15:00:00Z
4703,5172,171,40.3997626,-3.6984459,112,-3.7248727,40.4326267,1639,2020-04-27T15:00:00Z
4704,5173,6,40.4241633,-3.6984093,106,-3.6878604,40.4250085,2026,2020-04-27T15:00:00Z
4705,5178,212,40.3981605,-3.7165313,215,-3.6409697,40.4296903,605,2020-04-27T16:00:00Z
4706,5179,123,40.4306386,-3.7134685,42,-3.6982294,40.4107714,357,2020-04-27T16:00:00Z
4707,5180,54,40.4266233,-3.7003435,135,-3.6928901,40.4414845,414,2020-04-27T16:00:00Z
4708,5182,179,40.3979341,-3.6690602,133,-3.7000292,40.4471673,351,2020-04-27T16:00:00Z
4709,5184,183,40.4256358,-3.6694506,26,-3.6945421,40.4238308,912,2020-04-27T16:00:00Z
4710,5185,209,40.4656872,-3.6887875,216,-3.7288948,40.4140528,754,2020-04-27T16:00:00Z
4711,5186,206,40.4607994,-3.6990499,168,-3.6959159,40.4045828,353,2020-04-27T16:00:00Z
4712,5188,216,40.4140528,-3.7288948,131,-3.704022,40.4417543,1167,2020-04-27T16:00:00Z
4713,5193,177,40.3915019,-3.694087,43,-3.7025446,40.4100889,321,2020-04-27T16:00:00Z
4714,5194,99,40.4261048,-3.6739638,57,-3.7128181,40.4296363,666,2020-04-27T16:00:00Z
4715,5197,172,40.4008683,-3.6935448,214,-3.6569597,40.4434012,625,2020-04-27T16:00:00Z
4716,5199,154,40.4547769,-3.6946736,184,-3.6653095,40.4260023,1018,2020-04-27T16:00:00Z
4717,5200,169,40.401578,-3.713846,169,-3.713846,40.401578,1051,2020-04-27T16:00:00Z
4718,5201,175,40.3962687,-3.6983033,25,-3.7060243,40.4172593,717,2020-04-27T16:00:00Z
4719,5205,1,40.4171107,-3.701998,217,-3.6891094,40.4810028,1405,2020-04-27T16:00:00Z
4720,5206,55,40.4240716,-3.7019295,177,-3.694087,40.3915019,484,2020-04-27T16:00:00Z
4721,5207,102,40.4211552,-3.6840806,187,-3.6638407,40.4301353,699,2020-04-27T16:00:00Z
4722,5208,135,40.4414845,-3.6928901,19,-3.6953951,40.4218997,1119,2020-04-27T16:00:00Z
4723,5209,153,40.45235,-3.6930894,141,-3.6892902,40.4354253,414,2020-04-27T16:00:00Z
4724,5212,135,40.4414845,-3.6928901,182,-3.6655023,40.4187145,624,2020-04-27T16:00:00Z
4725,5213,18,40.4209206,-3.6995679,204,-3.7041702,40.4476606,1148,2020-04-27T16:00:00Z
4726,5215,162,40.4035176,-3.7107559,193,-3.665644,40.4325204,948,2020-04-27T16:00:00Z
4727,5220,65,40.4166859,-3.6893825,125,-3.6948316,40.4353128,1027,2020-04-27T16:00:00Z
4728,5224,38,40.4112961,-3.7114443,204,-3.7041702,40.4476606,1085,2020-04-27T16:00:00Z
4729,5225,164,40.3971366,-3.6944851,164,-3.6944851,40.3971366,1340,2020-04-27T16:00:00Z
4730,5227,201,40.4387323,-3.7038161,143,-3.6782355,40.434616,1446,2020-04-27T16:00:00Z
4731,5234,102,40.4211552,-3.6840806,41,-3.6989898,40.412228,1606,2020-04-27T16:00:00Z
4732,5235,195,40.4392483,-3.6754913,133,-3.7000292,40.4471673,3201,2020-04-27T16:00:00Z
4733,5238,96,40.4220516,-3.6820471,79,-3.6805524,40.4050482,449,2020-04-27T17:00:00Z
4734,5241,211,40.4206168,-3.7025369,125,-3.6948316,40.4353128,373,2020-04-27T17:00:00Z
4735,5244,38,40.4112961,-3.7114443,131,-3.704022,40.4417543,816,2020-04-27T17:00:00Z
4736,5246,139,40.4393558,-3.6904495,121,-3.6986046,40.4018356,747,2020-04-27T17:00:00Z
4737,5248,2,40.42058,-3.7056739,200,-3.704671,40.4336617,1087,2020-04-27T17:00:00Z
4738,5253,147,40.4483353,-3.6795811,44,-3.7039138,40.4098162,890,2020-04-27T17:00:00Z
4739,5254,135,40.4414845,-3.6928901,103,-3.6865351,40.4303733,1221,2020-04-27T17:00:00Z
4740,5255,143,40.434616,-3.6782355,71,-3.674021,40.4160054,832,2020-04-27T17:00:00Z
4741,5256,93,40.4256984,-3.6894124,84,-3.6726923,40.4033695,758,2020-04-27T17:00:00Z
4742,5259,86,40.4185779,-3.6933298,86,-3.6933298,40.4185779,404,2020-04-27T17:00:00Z
4743,5260,31,40.4163446,-3.706625,171,-3.6984459,40.3997626,789,2020-04-27T17:00:00Z
4744,5261,212,40.3981605,-3.7165313,199,-3.7148406,40.4343244,815,2020-04-27T17:00:00Z
4745,5262,89,40.4272628,-3.6751716,181,-3.67664,40.4181748,944,2020-04-27T17:00:00Z
4746,5267,80,40.4074122,-3.6904816,80,-3.6907238,40.407626,10,2020-04-27T17:00:00Z
4747,5268,172,40.4008683,-3.6935448,144,-3.6754628,40.4323192,311,2020-04-27T17:00:00Z
4748,5269,80,40.4074122,-3.6904816,80,-3.6907238,40.407626,4,2020-04-27T17:00:00Z
4749,5270,46,40.4054496,-3.7071178,17,-3.7041859,40.4231675,494,2020-04-27T17:00:00Z
4750,5273,8,40.4277143,-3.6953067,161,-3.7219659,40.4220566,476,2020-04-27T17:00:00Z
4751,5278,180,40.3941252,-3.6759244,98,-3.6754079,40.4241911,815,2020-04-27T17:00:00Z
4752,5279,135,40.4414845,-3.6928901,179,-3.6690602,40.3979341,264,2020-04-27T17:00:00Z
4753,5281,108,40.4274425,-3.670653,108,-3.670653,40.4274425,3771,2020-04-27T17:00:00Z
4754,5284,204,40.4476606,-3.7041702,7,-3.6977399,40.4252161,597,2020-04-27T17:00:00Z
4755,5285,25,40.4173416,-3.7059978,187,-3.6638407,40.4301353,2574,2020-04-27T17:00:00Z
4756,5287,194,40.4371986,-3.6771947,199,-3.7148406,40.4343244,3456,2020-04-27T17:00:00Z
4757,5290,164,40.3971366,-3.6944851,212,-3.7165313,40.3981605,3656,2020-04-27T17:00:00Z
4758,5294,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,8,2020-04-27T18:00:00Z
4759,5295,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,15,2020-04-27T18:00:00Z
4760,5296,189,40.4350206,-3.6555431,81,-3.6919663,40.4095758,464,2020-04-27T18:00:00Z
4761,5297,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,20,2020-04-27T18:00:00Z
4762,5298,186,40.429069,-3.6782783,127,-3.7083987,40.4339055,255,2020-04-27T18:00:00Z
4763,5300,205,40.4535024,-3.7033408,157,-3.6893305,40.459282,535,2020-04-27T18:00:00Z
4764,5301,188,40.4311658,-3.6589062,185,-3.661533,40.4250682,452,2020-04-27T18:00:00Z
4765,5302,187,40.4301353,-3.6638407,10,-3.6920816,40.4254027,959,2020-04-27T18:00:00Z
4766,5303,25,40.4173416,-3.7059978,187,-3.6638407,40.4301353,777,2020-04-27T18:00:00Z
4767,5306,154,40.4547769,-3.6946736,43,-3.7025446,40.4100889,995,2020-04-27T18:00:00Z
4768,5314,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,9,2020-04-27T18:00:00Z
4769,5317,3,40.4303224,-3.7072122,175,-3.6983033,40.3962687,324,2020-04-27T18:00:00Z
4770,5318,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,13,2020-04-27T18:00:00Z
4771,5319,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,10,2020-04-27T18:00:00Z
4772,5320,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,8,2020-04-27T18:00:00Z
4773,5321,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,7,2020-04-27T18:00:00Z
4774,5322,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,5,2020-04-27T18:00:00Z
4775,5323,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,5,2020-04-27T18:00:00Z
4776,5326,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,9,2020-04-27T18:00:00Z
4777,5327,65,40.4166859,-3.6893825,199,-3.7148406,40.4343244,402,2020-04-27T18:00:00Z
4778,5328,49,40.4060497,-3.6992427,49,-3.6992427,40.4060497,10,2020-04-27T18:00:00Z
4779,5329,103,40.4303733,-3.6865351,43,-3.7025446,40.4100889,1218,2020-04-27T18:00:00Z
4780,5338,172,40.4008683,-3.6935448,65,-3.6893825,40.4166859,1095,2020-04-27T18:00:00Z
4781,5339,2,40.42058,-3.7056739,41,-3.6989898,40.412228,297,2020-04-27T18:00:00Z
4782,5344,216,40.4140528,-3.7288948,163,-3.7064372,40.4036349,659,2020-04-27T18:00:00Z
4783,5345,57,40.4296363,-3.7128181,57,-3.7128181,40.4296363,385,2020-04-27T18:00:00Z
4784,5346,108,40.4274425,-3.670653,84,-3.6726923,40.4033695,566,2020-04-27T18:00:00Z
4785,5347,119,40.4014567,-3.6865777,119,-3.6865777,40.4014567,3020,2020-04-27T18:00:00Z
4786,5349,58,40.4222601,-3.6979458,58,-3.6979458,40.4222601,1324,2020-04-27T18:00:00Z
4787,5350,199,40.4343244,-3.7148406,41,-3.6989898,40.412228,1291,2020-04-27T18:00:00Z
4788,5354,209,40.4656872,-3.6887875,130,-3.7017071,40.4417195,3110,2020-04-27T18:00:00Z
4789,5357,25,40.4173416,-3.7059978,87,-3.6835631,40.4276717,5729,2020-04-27T18:00:00Z
4790,5358,181,40.4181748,-3.67664,181,-3.67664,40.4181748,5965,2020-04-27T18:00:00Z
4791,5362,130,40.4417195,-3.7017071,148,-3.6816993,40.4510203,807,2020-04-27T19:00:00Z
4792,5363,3,40.4303224,-3.7072122,163,-3.7064372,40.4036349,457,2020-04-27T19:00:00Z
4793,5365,203,40.4417547,-3.7144239,4,-3.7026739,40.4285905,755,2020-04-27T19:00:00Z
